x y width height conf
0.3839986324310303 0.26764166355133057 0.02376621961593628 0.021976560354232788 0.45878732204437256
0.8250398635864258 0.5868070125579834 0.035152435302734375 0.037878453731536865 0.33531272411346436
0.4902966618537903 0.8051609992980957 0.024474740028381348 0.023913562297821045 0.3295004367828369
0.8031599521636963 0.7112030386924744 0.045073091983795166 0.04102611541748047 0.3195458948612213
0.6821869015693665 0.5354440212249756 0.017278075218200684 0.014570772647857666 0.30612507462501526
0.546879768371582 0.930910587310791 0.03431355953216553 0.033913254737854004 0.2783673107624054
0.4904056787490845 0.804845929145813 0.019741803407669067 0.018352508544921875 0.27321159839630127
0.6743911504745483 0.8512657284736633 0.024647891521453857 0.02621150016784668 0.2713301181793213
0.8291471600532532 0.6567246913909912 0.02864682674407959 0.028552711009979248 0.2612572908401489
0.5443319082260132 0.9281102418899536 0.02649134397506714 0.026838481426239014 0.25674936175346375
0.6746125221252441 0.8508642315864563 0.025648117065429688 0.027808427810668945 0.2527426779270172
0.6511788964271545 0.7874625325202942 0.028249025344848633 0.025124549865722656 0.22743137180805206
0.8460259437561035 0.9174976348876953 0.01393204927444458 0.013345718383789062 0.21405988931655884
0.6932352781295776 0.7870150804519653 0.030193865299224854 0.027581989765167236 0.21304962038993835
0.7017256021499634 0.8553515672683716 0.02671724557876587 0.028343558311462402 0.2112104445695877
0.6140416264533997 0.8279385566711426 0.023247361183166504 0.021199405193328857 0.20303428173065186
0.8606215715408325 0.883815586566925 0.013213515281677246 0.01266932487487793 0.20080596208572388
0.6002324819564819 0.5542078018188477 0.021291077136993408 0.01947462558746338 0.17935600876808167
0.88246089220047 0.7813808917999268 0.01291656494140625 0.012167572975158691 0.16549259424209595
0.5962263345718384 0.7940822839736938 0.01648581027984619 0.015653669834136963 0.15501287579536438
0.7023276090621948 0.855060875415802 0.02985936403274536 0.030106544494628906 0.14836418628692627
0.6151221394538879 0.8290243148803711 0.03231024742126465 0.02817612886428833 0.1476851999759674
0.8452526330947876 0.9185514450073242 0.019253134727478027 0.018023669719696045 0.14117158949375153
0.6005471348762512 0.5547534227371216 0.028545379638671875 0.024645507335662842 0.13035054504871368
0.8604266047477722 0.8838850259780884 0.013620376586914062 0.012413203716278076 0.1253271847963333
0.7983313202857971 0.7571326494216919 0.025799870491027832 0.024587512016296387 0.12175610661506653
0.8860286474227905 0.8842918872833252 0.013478696346282959 0.012378275394439697 0.12089446932077408
0.8017436265945435 0.7130454778671265 0.057826995849609375 0.04841035604476929 0.11986766755580902
0.5671889185905457 0.7706965208053589 0.021608352661132812 0.01890319585800171 0.11745192110538483
0.8307842016220093 0.6561484336853027 0.03555828332901001 0.03472250699996948 0.1118270754814148
0.68221515417099 0.5361512899398804 0.021701335906982422 0.01908820867538452 0.10614342987537384
0.5403943657875061 0.6905086636543274 0.021046161651611328 0.021404266357421875 0.10162800550460815
0.6219695210456848 0.7721098065376282 0.018547415733337402 0.017669081687927246 0.0962243601679802
0.5503858327865601 0.9332923889160156 0.031587302684783936 0.029929757118225098 0.09047076851129532
0.3909100592136383 0.2723991870880127 0.018764495849609375 0.020807117223739624 0.08313243836164474
0.8264392614364624 0.5882935523986816 0.04363328218460083 0.044528961181640625 0.08173032850027084
0.7040928602218628 0.8551515340805054 0.03770101070404053 0.03343850374221802 0.07331878691911697
0.8819780349731445 0.7813847661018372 0.017301559448242188 0.016060233116149902 0.07123225182294846
0.6832420825958252 0.3167809545993805 0.013929367065429688 0.01349717378616333 0.06813602894544601
0.5007226467132568 0.9030693769454956 0.023230165243148804 0.020811498165130615 0.0646432489156723
0.8032645583152771 0.7127863168716431 0.04798316955566406 0.049601972103118896 0.06445805728435516
0.6540054082870483 0.7869049310684204 0.0361667275428772 0.0292167067527771 0.061844296753406525
0.5681553483009338 0.7716034650802612 0.02763080596923828 0.02566128969192505 0.06026506796479225
0.5533214807510376 0.9342053532600403 0.042518794536590576 0.03255867958068848 0.058882903307676315
0.7527902722358704 0.7633390426635742 0.022463083267211914 0.01988089084625244 0.05050227791070938
0.4871600270271301 0.3521001935005188 0.014431565999984741 0.013907462358474731 0.05014481768012047
0.861611545085907 0.8837289810180664 0.0178680419921875 0.015607833862304688 0.04627912491559982
0.8869073390960693 0.8839000463485718 0.016213595867156982 0.014718234539031982 0.04578375071287155
0.6936212778091431 0.780693769454956 0.03307121992111206 0.03734004497528076 0.045596543699502945
0.6187555193901062 0.8312312960624695 0.038399696350097656 0.0339202880859375 0.04269926995038986
0.6214244365692139 0.772622287273407 0.021948039531707764 0.022485733032226562 0.04129669442772865
0.5976522564888 0.794164776802063 0.021527528762817383 0.019046425819396973 0.03856035694479942
0.7943208813667297 0.7578635811805725 0.03731036186218262 0.032192349433898926 0.03840891644358635
0.846729040145874 0.917477011680603 0.02176612615585327 0.01839977502822876 0.038023822009563446
0.6940706968307495 0.8527348041534424 0.04233473539352417 0.03180962800979614 0.03702908754348755
0.5524254441261292 0.9333718419075012 0.05100047588348389 0.039984941482543945 0.03355053812265396
0.6126781105995178 0.20442596077919006 0.020550251007080078 0.019228264689445496 0.0334441214799881
0.7531605958938599 0.7632764577865601 0.028036892414093018 0.02625805139541626 0.032581087201833725
0.6186683177947998 0.770380973815918 0.023075520992279053 0.021045684814453125 0.03130389004945755
0.6776751279830933 0.8505386114120483 0.03490990400314331 0.03325730562210083 0.02954954467713833
0.704407811164856 0.8553247451782227 0.03913295269012451 0.03611409664154053 0.028284192085266113
0.5941581726074219 0.7954071760177612 0.019962787628173828 0.02054387331008911 0.027992596849799156
0.6804215312004089 0.5356243848800659 0.027591705322265625 0.021487057209014893 0.02535536326467991
